Cash,,1/3/16,,Safeway ,Personal Care,10
Cash,,3/15/16,,Oil Change,Repair-Camry,10
Cash,,3/15/16,,Drinks with Anne,Restaurants/Dining,20
Cash,,3/22/16,,Wegmans,Automotive Expenses,22.32
Cash,,3/22/16,,Luciano - water,Groceries,1.75
Cash,,3/24/16,,Fairmont Parking - Women in Agile Meetup,Business Miscellaneous - Parking,15
Cash,,3/24/16,,Korean Seamstress at Univ. Mall,Clothing/Shoes,34
